Index,Comment,Correct Label,chatgpt by rohan
152,উচিত ঠাইত গৈছে এতিয়া এজাক জানুৱাৰ জন্ম দিব।,1,1
153,ভোজপুৰীত কটি দেখুৱা পাপৰ খণ্ডন হৈছে,1,0
154,সকলো হেৰুৱাই মানসিক শান্তিৰ বাবে ধৰ্মৰ আশ্ৰয় লোৱাটো পুৰণি পৰম্পৰা ।,0,0
155,অশ্লীল চিনেমা আৰু ফ’টোবোৰ কলৈ যাব ? ঘটি পোৱা ধনবোৰ দান কৰ ৷,1,1
156,এটা ছবি ছাক আৰু দুজনী ফটো ছাক কোনতো ভাল লাগিছে কক,0,0
157,চেলিয়াই কল টো খালি বাকলি কত পেলাব লাগে নাজান।,1,1
158,"ধৰ্মান্ধ ইছলামত এই নকৰিলে পৰিয়ালক শেষ কৰি দিব মোল্লা সকলে, ",1,1
159,"হিন্দুলৈ কনভাৰ্ট হোৱা আৰু মুক্তিৰ হাঁহি মাৰা, ",1,1
160, ইৰাণত মুছলমান মহিলা জাগিছে আৰু ইয়াত তম্বু পিন্ধিছে 🤣,1,1
161,"হিন্দু ধৰ্মতো আটিচে,আমি হিন্দু নাৰী হৈ জানো মহিলাৰ কোনো এটা ধৰ্মতেই সম অধিকাৰ নাই তথাপিও parsi বা zorastrian ত মহিলাৰ অধিকাৰ বেছি,",1,1
162,"তাৰ পাছত আছে jew,christianity,Budhism ,",1,0
163,"হিন্দু ধৰ্মতেই তো মহিলাৰ অধিকাৰ সবতকৈ কম,",1,0
164,"বিয়াত কইনাই দৰাৰ ভৰি ধুৱাই তাৰ অৰ্থ নাৰী যিমানেই শিক্ষিত,",1,1
165,independent হলেও মতাৰ তল গতিকে muslim ক উপলুঙা কৰাৰ আমাৰ অধিকাৰ নাই।,1,1
166,"ব্যক্তিগত ভাবে ত্যাগ কৰক হিন্দু ধৰ্ম যদি আপুনি মহিলাৰ অধিকাৰ নাই বুলি ভাবে , ",1,1
167,"কিন্তু আপোনাৰ দৰে লিবাৰেল হিন্দুৰ অভাৱ নাই হিন্দু ধৰ্মত , ",1,1
168,"মুকলি ছেক্সৰ বাদে খ্ৰীষ্টান জীউছৰ সকলোতো আজিৰ হিন্দু মহিলাই কৰেই , ",1,1
169,"কেইজনীয়ে সেন্দুৰ লয়নো, কেইজনীয়ে ভৰিত ধৰে ??",1,1
170," ধৰ্মত নহয় বাইদেউ বহুতৰ মতা হাৰামৰ নেগুৰ পাই 😊 ,",1,0
171, যদি আপুনি শিক্ষিত তেন্তে হিন্দু ধৰ্ম ত্যাগ কৰি সামাজিক ভাৱে ফেচবুকত দিয়ক তেহে....,1,1
172,"কথা কবলৈ আহিছে ,সছা কথা কলে গাত লাগে,হিন্দু ধৰ্মত বিধবাৰ জিবন কি আছিল জানেনে?",1,0
173,"এতিয়াও বিধবা বা divorcee ক অমংগলিয়া বুলি ভবা হয়,",1,1
174,"আজিকালি হে ছোৱালী য়ে property পাই তাকো কিমান struggle,আপুনালোক মতা বৰ ভগবান নেকি যে কইনাই দৰাক সেৱা কৰা প্ৰথা তো জিয়াই ৰাখিছে,",1,1
175,"আপুনাক কোনে ক'লে christianity মানে free sex বুলি নাজানিলে কথা নকব,",1,1
176,"আৰু formaly তো মানুহে এটা ধৰ্মত থাকিবৈ লাগিব,",0,1
177,"হিন্দুৰ দেবী দুৰ্গাক মই মানু কাৰন তেঁও নাৰী,",0,1
178,নিজে হিন্দু ধৰ্মৰ হলো বুলিয়ে যে বেয়া তো ও ভাল বুলি কম তেনেকুৱা মই নহয় আৰু ভালকৈ নজনাকৈ বেলেগৰ ধৰ্ম সমালোচনাও নকৰো।,0,1
179,"আপুনি তেন্তে বিষাক্ত সাপ, ",1,1
180,"কোনে কলে বিধৱাক অমংগলীয়া ভাবে আপোনাৰ দৰে অৰ্ধ হিন্দুৱে ভাবে চাগৈ, ",1,1
181,"আপোনাৰ গিৰিয়েৰতো মৰক সোনকালে আৰু আপুনি বিধবা হওক যাতে আপুনি পুনৰ বিবাহ হব পাৰিব , ",1,1
182,"তেহে জানিব যে হিন্দুত বিধৱা বিবাহ প্ৰথা আছে, ",0,1
183,"যি বিধবা হয় সি নিজৰ ইচ্ছাত জীৱনৰ সংগী বুলি গিৰিয়েকৰ প্ৰতি ভালপোৱাৰ বাবেহে, ",0,0
184,"আপোনাৰ দৰে কিছু ভণ্ড নাৰীয়ে এই বিধবা বনোৱাত বেছি আগৰণুৱা, ",1,0
185,"পুৰুষ নহয় সকলো কথাতে পুৰুষক গালি দিয়া আৰু পুৰুষৰে চেলেকি থকা বোৰৰ divorse নহয় কেতিয়াও আৰু divorse হিন্দু ধর্মৰ বস্তু নহয় ,",1,1
186," ই সামাজিক হে কিন্তু বাকী ধৰ্মত তালাক divorce ধৰ্মৰ কথা , অল্প জ্ঞান ভয়ংকৰ বাইদেউ । ",0,1
187,"দুৰ্গাক মানে ?? কি মানে ?? বলি দিয়ে নে fassion পূজা কৰে মণ্ডপত গৈ , নিজৰটো ভালদৰে নাজানে আনটোৰ ওকালতি কৰে তাক ভণ্ড হিন্দু বোলে , ",1,1
188,"আৰু এটা ধৰ্মত থাকিব লাগিব বুলি কোনে কলে ?? আপুনি আহোম নেকি তেন্তে আপুনি ফুৰলুং হে হিন্দুৰ বাবে পৰজীৱি, ",1,1
189,"আপোনাৰ মতে যদি হিন্দু ধৰ্ম বেয়া তেন্তে হিন্দু ধৰ্ম ত্যাগ কৰক যদি অলপ শিক্ষা দীক্ষা আছে আপোনাৰ , ",1,1
190,তেহে মানিম পৰাজীৱী নহয় বুলি....,1,1
191,"ফটোত দেখা এনেবোৰ আপোনাৰ দৰে পৰজীৱী হিন্দুৰ সন্তান, ",1,1
192,আপোনাৰ দৰে বোৰৰ সন্তানৰ ঘৰত হিন্দুৰ সংস্কাৰ নাই ,1,1
193,"কিন্তু দুৰ্গাক মানে 🤣 হিন্দু হৈ fashion পূজা চাব গৈছে অসুৰৰ বডী দেখিছে মাকৰ লগতে সন্তানৰ কাম ভাব জাগিছে আৰু বেদীত উঠি অসুৰক kiss কৰিছে,",1,1
194," তথাপিও এই মহান ধৰ্মত বাধা নাই , ",0,0
195,"দেৱতা অসুৰ সকলোকে সমদৃষ্টি কেৱল হিন্দু ধৰ্মতহে সম্ভৱ বুজিলে, ",0,0
196,বেছি নকওঁ যদি লাজ চৰম আছে হিন্দু ধৰ্ম ত্যাগ কৰি নাৰীৰ অধিকাৰ ৰক্ষা কৰক আপুনি,1,0
197, তেহে গম পাম এজনী শিক্ষিত বাইদেউৰ লগত পাল্লা পৰিছিল নহলে ভাবিম ,0,0
198,"থাইলেণ্ডৰ টাই ধৰ্মৰ আহোম ভণ্ড পৰাজীৱী মুখা পিন্ধা হিন্দু হৈ আছে অসমত ,🙏",1,0
199,আপুনাৰ এই লাগ বান্ধ নোহোৱা অসভ্য comment তো যদি screenshot কৰি দিও ?,0,0
200,"আপুনি এইবাৰ তাই ধৰ্যকো insult কৰিছে যদি মই গোতেই আহোম খিনিক দেখোৱাও অ' ভাবিছে আপুনাৰ চৰকাৰে একো step নলৈ ,",0,0
201,কিন্ত আপুনি বেলেগ ধৰ্মৰ বিষয়ে নজনাকৈ যি নিলাজ pointless comment কৰি জিকিবলৈ চাইছে case ,0,1
202,"যদি দিও আপুনি প্ৰমান কৰিব লাগিব আপুনি এই ভুল নাভুত নাচুত বেলেগৰ ধৰ্মৰ কথা বোৰ ক'ত পালে,",0,1
203,"little knowledge is a dangerous thing সেইতো আপুনাৰ ক্ষেত্ৰত খাতে,",1,1
204,"তাই বুলি কোনো ধৰ্ম নাই আছে ফূৰালুং হে,thailand ৰ মানুহে Budhism হে মানে,",1,1
205,"আহোম সকলক আক্লমন কৰি যে এইবাৰ কৈছে আহোম সকল হে ফুৰালুং আছিল সুদুৰ china ৰ পৰা অহা,",0,1
206,আপুনী এইবাৰ ভালকৈ নাজানি কিহৰ তাই ধৰ্মৰ ওপৰত কথা কৈছে?,0,1
207,"আৰু কোনে হিন্দু ধৰ্মতো A to z বেয়া বুলি কৈছে,",0,1
208,"মই কৈছো হিন্দু ধৰ্মতো অনেক বেয়া দিশ আছে বিষেককৈ নাৰীৰ ক্ষেত্ৰত,",1,1
209,"প্ৰতিবাদ কৰাৰ কাৰনেই ১৯৫৫ত Hindu marriage act খন reform কৰি মাত্ৰ এজনী ঘৈনী থকাতো কৰিলে নহলে ১৯৫৫'ৰ আগত এজন হিন্দু পতিয়ে ১০০০জনী আনিব পাৰে ,",0,1
210,"আজি Raja Ram mohan roy য়ে প্ৰতিবাদ বন্ধ নকৰা হলে higher caste ত sati dah প্ৰথা থাকি গ'ল হেতেন,",0,1
211,আপুনি আল বাল কথা কৈ উপলুঙাৰে সছা যুক্ৰি খিনি ওৰোৱাই দিব খুজিছে পুৰুসসুলভ দমন নিতিৰে,1,1
212,"মই দুৰ্গা দেবীক বা আন krishna ৰ বাদে সবকে ভক্তিৰে পুজা কৰা তো ক কি যুক্তিৰে এইখন photo ৰে অপমান কৰিছে,",1,1
213,মোৰ লৰা ছোৱালী বোৰ হেনো এনেকোৱা হয়!এইষাৰ কবলৈ মই অধিকাৰ ক'ত পালে ,0,1
214,"আছলতে আপুনি হে তেনেকুৱা সেইকাৰনে comment বোৰ ইমান তল খাপৰ,",1,0
215,Iran ত প্ৰতিবাদ হৈছে ভাল পাইছো আমি ,0,1
216,"কিন্ত তাতো ধৰ্মান্ধ কিছুমানে বেয়া পাইছে,",1,1
217,সব ধৰ্মতেই ভাল বেয়া দিশ থাকে যিতো reform হ'ব লাগে আৰু কেতিয়াও ময়েই right আনবোৰ ভুল মনোভাব ল'ব নালাগে।,0,1
218,এইবর বেয়া কমেন্ট করা বহু পাপ মা ভনী সকলের আছে।,0,0
219,দাত চফার কারনে কুহির খোবানাই দালালি বিজেপি দলক ভারতর পরা চাফা করি জনতাক সুহচথ সমাজ আরো দেশ গঢ়ার কারনমাএ।,1,0
220,ছয়গাঁও জিলা কেতিয়া ঘোষণা কৰা হৈছে অলপ জনাবনে?,0,1
221,ইয়াত ২জনে দোষী. আগতেই কিয় দিছিল সকলো.........,0,1
222,ছোৱীলী এ কোনাজানে অ মোৰ মৈনা,1,1
223,ছয়গাঁও জিলা🤣🤣🤣 নাজিৰ দা নিউজ টো কৰিব বুলি আশা থাকিল?,0,1
224,"আচৰিত হবলগীয়া কোনো কথা নাই,,,এইয়া জৈৱ বিৱৰ্তন,,,,,,,",0,0
225,"আদিমৰ পৰা আধুনিকতালৈ ক্ৰমবিৱৰ্তন শেষ হৈ,,,, এতিয়া পুনৰ আধুনিকতাৰ পৰা আদিমতালৈ অগ্ৰসৰ মানৱ জীৱন,,,,,,,",0,1
226,বহুত গুৰুত্বপূৰ্ণ বাতৰি পৰিবেশন কৰিলে। ,0,0
227,"এতিয়া কাপোৰ ধোৱা, বিছনা পৰা, ঘৰমোচা ইত্যাদি বোৰ দেখালেও হব।",0,1
228,"আৰু কাৰ কাৰ আছে
ভিডিঅ এই চেনেলত পঠাব পাৰে যাৰ ভিডিঅ ৰ্সবোত্তম হব তাকে পুৰস্কাৰ দিয়া হব ।",0,0
229,এই মাত্ৰ DB NEWS এ জনাইছে ।,0,0
230,এখন ঘৰত স্বামী স্ত্ৰী মাজত এনেকুৱা বুজা বুজি সকলোৱে থাকে আৰু থাকিব লাগে ভাল কথা। ,0,0
231,কিন্তু পাকঘত এনেকুৱা সাংবাদিক সোমাবলৈ দিয়া তো কিন্তু গায়ত্ৰী বাইদেউৱে মুঠেও ভাল কৰা নাই।,0,1
232,বেয়া নাপাব আপোনাৰ মন্তব্য লগত মই একমত নহয়।,0,1
233,এইবোৰ হে বাতৰি। এতিয়া কাৰোবাৰ হাগি থকাৰ বাতৰি হে দিব বাকী,0,0
234,এক বিৰল মহাজাগতিক পৰিঘটনাৰ সাক্ষী হল সমগ্ৰ বিশ্ব ।,0,1
235,কাম নাই চুৱাছেলেকাৰ জাত ।,1,0
236,আমাৰ পিনে আৰু মাইকীক ইমান মৰম কৰিলে তিৰিৰ ধৈউকুৰা বুলি কয় এ।,1,0
237,সৈই ভয়ত হে আমি ৰুতি সেকি নিদিও।,0,0
238,"আগতেই ভাল আছিল,",0,0
239," ২৯৯ টকাত গোটেই মাহটোৰ বাবে ২ জিবি ইন্টাৰনেট পাইছিল,",0,0
240, গতিকে মানুহে অত্যাৱশ্যকীয় কামতহে নেট ব্যৱহাৰ কৰিছিল। ,0,1
241,"এতিয়া ২৯৯ টকাত সদায় ২ জিবি নেট পাইছে ৰাইজে,",0,1
242, আৰু কি লাগে? এনেধৰনৰ অদৰ্কাৰী পোষ্টবোৰ চাই সময় পাৰ কৰি আছো আমি।,0,1
243,বাইদেউ ৰ অসবিধা হৈ আছে সেই কাৰনে পৱিত্ৰ দাৰ ৰুটি বনাব লগীয়া হৈছিল আমিও তেনেকৈ সোহাই কো ৰো,0,1
244,দাদা। হয়। দেই। আজি ।কালি। চৰকাৰী ।লিচতত। নথকা। বোৰক। একেবাৰে। পেলাই। দিয়ে।,0,0
245,যিমানেই টেষ্টি নহওক ৰুটি খন স্বাভাবিক আকাৰৰ নহলে কিবা এটা ভাল নালাগে😊 ,0,1
246,টকা পালে লেট্ৰিনতো কেমেৰা ফিটিং কৰি থব ইহঁতে৷,1,0
247,"ডাঙৰ মানুহৰ চৰ্দি কাহ হ'লে কেনে দেখি এবাৰ বাতৰিত দেখাবচোন, আগতে কোনেও দেখুওৱা নাই।",0,1
248,ফিটিং কৰি থ'ব নেলাগে কেমেৰা লৈ থিয় হৈ থাকিব,0,0
249,অথ নোহোৱা কথা কৈ নিজকে কিয় হাহিয়িত প্ৰাত হ'ব গৈ আছে?,0,0
250,"ৰাইজক এইবোৰ দেখুৱাবৰ বাবে আপোনাক সাংসদ কৰি পঠিয়াইছে, আগলৈও দেখুৱাই থাকিব",0,1
251,থিক কথা কৈছা লহকৰ এই বিলাক হৈছে আমাৰ নেতা 😂😂😂😂 ,0,1
252,নিজৰ পাকঘৰৰ কথা dekhowat koi দেশৰ কাৰণে কি কৰিছে সেইটো দেখোৱা হলে ভাল লাগিল হয়,0,0
253,অদৰকাৰী আমাৰ বাবে ।,0,0
254,"আমাৰ পাকঘৰলৈ আহিব চোন কেতিয়াবা নিউজ কৰিবলৈ , ",0,0
255,"ৰাতি যেতিয়া কাৰেণ্ট নাথাকে তেতিয়া আমি জোনৰ পোহৰত কেনেকৈ মাছ , মাংস ৰান্ধি খাওঁ‌ ।",0,0
256,কেনেকৈ শুৱে সেইটোও দেখুওৱা মই বিদ্যা দেখা নাই দামি মানুহে কেনেকৈ শুৱে,1,0
257,জহন্নামে গৈছে সাংবাদিকতা।,1,1
258,তহতে সাংবাদিকতাৰ পাঠ্যক্ৰম পঢ়ি সাংবাদিকতা কৰা নাই বাবেই এইবোৰ সষ্টীয়া বাতৰি পৰিবেশন কৰিব লগা হৈছে।,1,0
259,"বনাই খায় বৈ তেওঁ লেত্ৰিন কৰিবও যাব, পাৰিলে সেই বাতৰিটোও প্ৰচাৰ কৰি আমাক দেখুৱাবলৈ অনুৰোধ জনালোঁ ☺️🙏🙏",0,0
260,ভাগ্য ভাল লেট্ৰিনত কেনেকৈ বহে তাক যে নেদেখোৱালে। কৃষ্ণ।।,0,0
261,"মাঁ-লক্ষ্মীৰ শপত,এই মাত্র তাকে হে ভাবিছিলো মই 🙏🤣🤣🤣",0,0
262,মিটিঙৰ পৰা আহি বোলে বাহিৰে বাহিৰে লেট্ৰিনত কেনেকৈ সোমাল চাও আহক🤣🤣🤣,0,1
263,"ইয়াৰ পৰা বিশেষ অভিজ্ঞতা হ'ব বুলি মই নাভাৱো
মূল্যহীন ভিডিঅ' দিয়া ৰ আগত অলপ ভাৱিব লাগে , ",0,0
264,অকল পবিত্ৰ মাৰ্ঘেৰিটা ডাঙৰীয়াই ভাত চাহ বনাই নুখোৱাই ঘৈণীয়েকক প্ৰায়ভাগ পুৰুষে ঘৈণীয়েকৰ পাগঘৰৰ লগতে বাহিৰা কামতো সহায় কৰি দিয়ে।,0,0
265,"নিজৰ পাকঘৰত সকলোৱেই কিবা নহয় কিবা কৰেই, কিন্তু কেমেৰা লৈ কাম কৰাটোহে হস্যকৰ।।",0,1
266,সেই সাংঘাতিক জন কোন যোনে পাকঘৰত ভাত বনাইছে নে নিজৰ মৰমৰ মানুহজনীক অকনমান কামত সহায় কৰিছে খবৰ ৰাখে।,0,0
267,মোৰ ভাষাত কবলৈ গলে সেইজন এজন চুৱা খোৱা সাংঘাতিক।,1,1
268,"এইবোৰ ভিডিঅ’ অকল মোৰ ম’বাইলতে আহেনে,নে আন কাৰোবাৰ ম’বাইলটো আহে ? ",0,0
269,চিন্তা কৰি কৰি মুৰ ঘুৰাই গৈছে।,0,0
270,কাপোৰ ধোৱা বাতৰিটো কেতিয়া দিব বাৰু সাংবাদিক ডাঙৰীয়া ।,0,1
271,বেডৰূমত কেতিয়া সোমাই তাৰ লাইভ লাগিব কিন্তু আমাক!!😁😁😁,1,0
272,কাৰোবাৰ পাগঘৰত নিউজ বিচাৰি থাকা নেকি 🤔,0,0
273,এই চেনেলৰ যিজনে ভিডিঅ কৰিছে সি চগে মাঘেৰিটা ঘৰত বাচন ধোৱাৰ কাম কৰে।,0,0
274,"অসুবিধা হ'লে আমিও ভাত বনাও , ",0,1
275,"ৰাইজে এনেয়ো জানে ,গাৱৰ ভোজ বোৰো বনাও ।",0,0
276,গায়ত্ৰী বাইদেউক ৰাজনীতিত নানিব আৰু কোনো বটা বাহনো নিদিব ৷ ,0,0
277,Simple হৈ থাকিব দিয়ক ৷ ভাল পাব মানুহে ৷ ,0,0
278,নহলে কিছুমান অভিনেত্ৰীক আজিকালি বহু বেয়া ট্ৰোল কৰি আছে ৰাইজে ৷,0,0
279,"এইটো আকো কি ডাঙৰ কথা হল ,",0,0
280,আমাৰ এখেত চুটি আহিলে পাকঘৰ পৰা ওলাবলৈ নিবিচাৰে কেতিয়াবা আমাৰ পিনেও আহিব সাংবাদিক দাদা 😂😂,0,0
281,দুদিনৰ পিছত ২ইন বেবি পাক ঘৰত সোমাব এইটো নিউজ আজিহে পালে😀,0,0
282,"কাইলৈ মই ৰাতিপুৱা ৬ টা বজাত হাগিবলৈ যাম,",0,0
283, গতিকে সাংঘাটিক মহোদয়ক পুৱা ৫.৫০ বজাত শৌচালয়ৰ নিচেই কাষতে ৰৈ থাকিবলৈ অনুৰোধ জনালোঁ।,0,0
284,মাউন্ট এভাৰেষ্ট শৃঙ্গ বগোৱা নাই ৷ ,0,0
285,পথাৰত নমাই চোৱা হাল বাব জানেনে নাজানে ৷ ,0,0
286,নাজানিলে মই শিকাই দিম ,0,0
287,পৱিত্ৰ মাৰ্ঘেৰিটা আৰু গায়িত্ৰী মহন্তই ‌‌ৰু‌টি খাই কাইলৈ কেনেকুৱা হাগিব সেইটো নিউজ ও দি দিব দেই।,0,0
288,"কি ডাঙৰ কথা সংসাৰ পাতিলে পোৱালী পোকৰও ধুৱাবও লাগিব, ৰুটি হে",0,0
289,চেনেল বোৰৰ কাম নোহোৱা হৈছে আৰু। ,0,0
290,কি নিউজ কৰিব তাৰ কোনো ঠিকনা নাই।,0,0
291,চালক জনে নিজৰ ইচ্ছাৰে খুন্দিয়াম বুলি কৰা নাই। ,0,0
292,গাড়ীত গড়ৰহে আক্ৰমণ কৰিছে।,0,0
293,ড্ৰাইভাৰ টোৱে ধৰিবৈ নোৱাৰিলে গড় টো অকষ্মতে গাড়ি খনৰ আগত ওলাইছে,0,0
294,কি দেখাব বিচাৰিছে বা মই চোন বেলেগ হে দেখিছোঁ।🙄,0,0
295,যিহে পেন্ট পিন্ধিছে বলটো মাজভাগত লাগি গ'লে বিৰাট কোহলি হোৱা ওলাই যাব।😂,1,0
296,আমাৰ গাঁৱৰ দুটামান শিঙি মাছ দুয়োটা টিকাত লগাই দিলেই ভাৰতীয় মহিলা দলৰ অধিনায়িকা হ'ব।,1,0
297,"নাটক এখন লিখিবলৈ মন যায়,,,,"",উলঙ্গ মুনিৰ বস্ত্ৰ হৰণ "" । ভাল হবনে?",1,0
298,মোৰ এটা লো ফুলটোচ বল দিব মন আছিল......,0,0
299,মাইকীৰ মেখেলা পিন্ধা সাংবাদিক বোৰে এনেকুৱা বাতৰি বিচাৰি ফুৰে,1,0
300,মদাহী চাংবাদিকে এনেকুৱা ধৰনৰ নিউজ বিচাৰি পায়॥,1,0
301,বেক চাইড টেম্বা বাভুমা হান পাই,1,1
302,জাহ্নৱী কাপুৰ কি ইমান মহান মহিলা যে তাই ক্ৰিকেট খেলি থকাতো তহঁতে দেখুৱাব লাগে৷,0,0
303,নিলাজ চাংবাদিক! এই কথা ক’বলৈ পইচা খৰছ কৰিলো৷,0,1
304,পিছে মহামান্য সাংবাদিক সকলে কিবা এটা কৰি নাকী লগাওক এইবোৰক৷,0,1
305,তপিলা কিন্তু চাব লগা মোৰ চকু তাতে গৈছে,1,1
306,যিয়ে নকৰক তহতৰ কি অসুবিধা হৈছে বাৰু,0,1
307,বৰ লাজৰ বিষয় ইমান চুটি পেন ...মই বলিং কৰাজন হোৱা হলে ভাল লাগিলে হেঁতেন 👅👅,1,1
308,নন্দী তেওঁলোকৰ উপাধিহে । আনগৰাকীৰ নাম বেলেগ।,0,0
309,"হাঃহাঃ … আন্ট্ৰা নহয় অ' অন্তৰা ,",0,0
310,স্পেইনৰ মানুহে গম পোৱা নাই বোধয়। ,0,0
311,আমাৰ পোৰ্টেলকেইটাৰ কৃপাত অসমবাসীয়ে ভাল খবৰটো পালোৱেই।,0,0
312,আৰু তহঁতে কিবা খাবলৈ নাযাৱ নেকি হা🙄🙄,0,1
313,"কিবা ভাল লগা নাই ,, ৰিত ৰিবাৰ কণ্ঠ আৰু ফিলিংচ টো পোৱা নাই ইয়াত",0,1
314,ৰিটো ৰিবাৰ নিচিনা হ'বৈ নোৱাৰে.....!!,0,0
315,অপূৰ্ব সুন্দৰ,0,0
316,সুন্দৰ ! বহুতো তথাকথিত জনপ্ৰিয় গায়কতকৈ ভাল গাইছে। ,0,0
317,কণ্ঠ সুন্দৰ। মাথোঁ এখেতসকলক তথাকথিত প্ৰচাৰ মাধ্যম সমূহে আগবঢ়াত সহায় নকৰে।,0,0
318,বৰ সুন্দৰকৈ গাইচা। ভাল লাগিল।,0,0
319,দুয়োটাৰে কণ্ঠ বৰ সুন্দৰ। আগুৱাই যোৱা।,0,0
320,গুৰু আৰু শিষ্য। সুন্দৰ গায়কী। ,0,0
321,"পিছে ""হাঁহিত"" ""ত""টো পিছত ""ইত"" হৈ উলাইছে।",0,0
322, ঠিক কৰিব পিছলৈ। শুভেচ্ছা থাকিল।,0,0
323,সুন্দৰ কন্ঠ দুয়োৰে ভাল লাগিল শুনি,0,0
324,গৰু মাংস লাগিব নেকি বুলি সুধিলে । 😁😁😁😁,1,1
325,কানে কানে কি কলে কইছে বৰা আন ধৰ্মক গালি পাৰিব নাপাই অলপ ভাল হবলৈ শিকা,0,1
326,মুছলমান যুবকে কানে কানে কৈছে যে ভালদৰে কেইদিন মান জীয়াই থাকিব বিচাৰিলে ইছলাম বিৰােধী কথা বন্ধ কৰ...,1,1
327,হিন্দু লৰা দুজন ছদ্মবেশী মুছলমান লরা দুজন হব পাৰে ৷,0,1
328,মুছলমানৰ সমাজৰ কথা নিজৰ ধৰ্মৰ কথা চিন্তা কৰা দিল্লীত অনুষ্ঠিত সভাত একে লগে ১০ হেজাৰ মানুহে হিন্দু ধৰ্ম এৰিলে ,1,1
329,আৰু খ্ৰীষ্টান ধৰ্ম গ্ৰহণ কৰিলে অসত্য ৰঞ্জন বকা তই জিমানে মুছলমানৰ ধৰ্মৰ বদনাম কৰিব হিমানে আমাৰ শস্তি হব আৰু জয় হব,0,1
330,জিবিলাক মুছলমানে সাইতান বৰাৰ লগত কথা পাতিলে হেই বিলাক কাফে,1,1
331,তহত ইমানেই বেষ্ট ফ্ৰেণ্ড নে যে ইজনীয়ে-সিজনীৰ নগ্ন ফটো উঠাবলৈ পাৱ !,1,1
332," পা, এতিয়া মজাটো । খীণ-মীন কেটেঙী জনী কম বুধিয়ক নহয় ",0,1
333,"কিন্তু, ইম্মান মাৰ খালে, তথাপিওঁ মুখৰ পৰা মাস্কখন খোল খাব নিদিলে তাই ।",0,1
334," দে আৰু খেল, best frnd-best frnd খেল !",0,0
335,ইমান দীঘলকৈ মিউজিক বজাই নিউজ দিলে ঘেন্টা অলপ শুনিলে আৰু শুনিব ধৈৰ্য্যই নাথাকে...যিমানে জৰুৰী নিউজ নহওক কিয়া🙄,0,1
336,"মাৰক খোচা, মাৰক ভুকু..",1,1
337,মাৰক লাঠী গোৰ..,0,1
338,অসম আকৌ উন্নতিৰ পথত..,0,1
339,জয় আই অসম বোল..😏😏,0,0
340,"বাতৰিটো বনাওঁতে ইমান ৰহণ সানি সানি ইমান লম্বা কৰি দিয়ে,,",0,0
341,চাওঁতেই নেত আদায় হৈ যায়। ইমান লম্বা কৰাৰ দৰকাৰ কি আছে বাৰু ?,0,1
342,এনেকে মক মৰিৱ মন জায় এজনিক,0,1
343,"মাক বাপেকৰ আধুনিকতাত ডাঙৰ দীঘল হোৱা এইবিলাক ছোৱালী, যাৰ কোনো মান সন্মান নাথাকে...",1,1
344,"কাপোৰ খন বাৰু চাইকেল লৈ অহা মানুহজনৰ মুখত দলিয়াব লাগেনে, বেছেৰাটো গুচি গল সেইকাৰণে বেয়া পায়।🤣🤣🤣",0,1
345,"হ‌য়ছে‌ কাজিয়া, আৰু ত‌ই bagrund music লগাই গোতেইখন MGF movie বনায় পেলালীগে",0,1
346,"কি আৰু কৰিপেলালি কি ,,??? ",0,0
347," 🤦🤦 এতিয়া তহতেই ক , তোহোতক গালি নেপাৰি কাক পাৰিব ,,,,??? ",0,1
348,বাতৰিতো আছিল কৰা,0,1
349,"এনেকুৱা লাগিছে যেন বাতৰি নহয় ,",0,1
350, South Indian movie হে চাই আছু 🤦🤦🤦,0,0
351,কিনো বেয়া হল লৰাই যদি ৰাজ পথত কাজিয়া কৰিব পাৰে। ,0,0
352,"ছোৱালী বোৰে কিয় নোৱাৰিব, পাৰ্থক্য কি আছে? ",0,0
353,সকলোৱে আগ্ৰহেৰে এবাৰ হাত চাপৰি বজাই দিয়া।,0,0
354,তহঁত দুজনীক কোনেও বিয়া নাপাতে চাবা।,1,0
355,অহা ২০৩০চনত ল'ৰা সলনি ছোৱালীৰ পৰা ল'ৰা সাৱধান হ'ব লাগিব ৰেপ মাদাৰ হয় বুলি 😀😀😀,1,0
356,2030 সেই দিনটোলৈ ৰৈ থাকিম বান্দৰ কেকোৱাৰ গুৰি খায়!কোনে বা টানি লৈ যায়!,0,0
357,অনতিপলমে ফটোখিনি আমাৰ অস্থায়ী কাৰ্যালয়ত বিচাৰি থকা হৈছে।,0,0
358, ঘোষণাটি ইমানেই। ধন্যবাদ,0,0
359,এনেকৈ মোৰ Ex জনীকো কোনোবা এজনীয়ে এনেকৈ ৰাম ধুলাই দিলে বোৰ শান্তি লভিলো হৈ.. 😔😔,1,0
360,সচাকৈ ইহঁত দুজনীৰ কাজিয়া ইমান ভয়ংকৰ অসমত বানপানীও ইমান ভয়ংকৰ নহয়।,0,0
361,বিজ্ঞানৰ অৱদান এইবোৰ৷ বিজ্ঞানে ভালৰ বাবে আৱিষ্কাৰ কৰে৷,0,0
362,কিন্তু মানুহবোৰে বেয়াটোকহে গুৰুত্ব দিয়ে৷,0,0
363,পিছে সাংবাদিক বন্ধু মিউজিক অলপ কম হোৱা যেন লাগিছে আৰু অলপ দিলে ভাল আছিল।,0,0
364,বাপ্পা ঐ 'এই পেতুলিটো কম নহ'য় দে ' কি মাৰ লগাই দিছে য়ে 🤜,0,0
